MD 210,DB 70DBD 4 ΘΕΡΜ ΚΟΛΕΚΤΕΡ ΨΥΓΕΙΩΝ (ΝΕΡΟ ΑΠΟ ΔΕΞΑΜΕΝΗ),DB 30DBW 20 ramposition,DB 20DBW 174 EXTRACTION STEP,DB 10DBW 14 BACKWARD PRESS,DB 20DBD 292,Setpoint position exhaust damper,DB 400DBD 34 z2 energy,T 174,MD 284 C ana kw,MD 70 sinolo ypog-mpanioy,is_low_usage,is_low_usage_next,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,Energy
0.0,34.68333333333333,714.7333333333333,0.3333333333333333,0.7333333333333333,200977.06666666668,100.0,67769.22,1029.3333333333333,101.68,2759.644,0,0.0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,119.22700000181794
0.0,33.554,743.5333333333333,0.4666666666666667,0.8666666666666667,205346.13333333333,98.66666666666669,72296.19,1051.3333333333333,103.63,2756.4073333333336,0,0.0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,143.6939999982715
0.0,33.91266666666667,575.8,0.8666666666666667,0.2,100488.53333333334,93.33333333333331,72430.2,1035.3333333333333,239.21,2762.603333333333,0,0.0,-0.9659258262890684,-0.2588190451025206,-0.433883739117558,-0.9009688679024191,128.46399999782443
0.0,33.994,603.8,0.4666666666666667,0.9333333333333332,174762.66666666666,98.66666666666669,69787.68000000001,1046.0,229.34,2770.06,0,0.0,-0.9659258262890684,-0.2588190451025206,-0.433883739117558,-0.9009688679024191,141.7010000012815
0.0,33.958666666666666,1098.9333333333334,0.0,0.8666666666666667,170393.6,100.0,71266.57,1036.6666666666667,148.14,2776.8213333333333,0,0.0,-0.9659258262890684,-0.2588190451025206,-0.433883739117558,-0.9009688679024191,131.06700000166893
0.0,34.26933333333333,929.8666666666668,0.8666666666666667,0.6666666666666666,161655.46666666667,98.33333333333331,81669.73,1036.0,220.73,2777.674,0,0.0,-0.9659258262890684,-0.2588190451025206,-0.433883739117558,-0.9009688679024191,132.31450000032785
0.0,34.32866666666666,1212.4666666666667,0.0666666666666666,0.0,104857.6,100.0,69582.18000000001,1029.3333333333333,175.16,2777.095333333333,0,0.0,-1.0,-1.8369701987210292e-16,-0.433883739117558,-0.9009688679024191,133.14249999821186
0.0,34.376,1024.3333333333333,0.5333333333333333,0.4666666666666667,174762.66666666666,100.0,69299.32,1034.6666666666667,107.63,2774.1786666666667,0,0.0,-1.0,-1.8369701987210292e-16,-0.433883739117558,-0.9009688679024191,110.2010000012815
0.0,34.47933333333334,595.2,0.0,1.1333333333333333,100488.53333333334,99.0,64823.27,1043.3333333333333,193.9,2773.662,0,0.0,-1.0,-1.8369701987210292e-16,-0.433883739117558,-0.9009688679024191,131.08900000154972
0.0,34.45,923.3333333333334,0.8,0.4,65536.0,99.66666666666669,12553.09,1150.0,729.0899999999999,2772.0706666666665,0,0.0,-1.0,-1.8369701987210292e-16,-0.433883739117558,-0.9009688679024191,119.95899999886753
